PlayerID,GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW20,GW21,GW22,GW23,GW24,GW25,GW26,GW27,GW28,GW29,GW30,GW31,GW32,GW33,GW34,GW35,GW36,GW37,GW38
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,1,2,0,2,5,0,0,1,2,8,1,1,7,0,0,0,6,0,0,6,0,0,0,0,0,1,0,2,1,6,7,1,1,1,7,7,2
157,0,2,0,1,2,1,0,0,1,0,0,0,0,0,2,2,2,6,0,3,1,1,2,2,5,2,8,0,0,1,0,0,0,0,0,0,0,0
158,1,1,1,0,1,0,0,0,0,1,1,0,2,3,1,0,1,0,0,1,0,0,0,0,0,0,2,2,0,1,1,1,1,1,0,0,0,0
159,2,2,2,2,1,3,0,0,5,2,3,1,2,1,1,1,2,10,2,3,3,2,2,1,3,2,2,1,4,14,3,3,2,6,1,6,2,2
160,2,7,12,0,7,3,0,0,2,5,3,8,1,2,12,0,2,3,2,4,3,0,0,0,0,1,4,2,1,0,0,0,0,7,1,1,0,0
161,2,2,1,2,3,3,0,0,1,2,3,2,0,3,2,1,2,3,1,6,3,6,2,2,3,0,4,8,2,5,3,3,0,8,1,0,0,0
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,2,0,0,0,1,0,1,1,4,1,1,2,0,1,3,2,10
164,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
165,1,1,2,6,2,7,0,0,0,2,5,2,1,6,2,2,1,5,0,1,0,0,0,1,5,0,3,0,2,2,5,6,-1,1,1,6,1,2
166,1,0,5,2,1,1,0,0,5,8,2,5,2,6,0,1,0,1,1,3,2,2,1,1,1,0,3,2,2,6,2,2,1,1,1,1,8,2
167,-1,2,2,-1,2,6,0,0,1,1,7,1,0,6,2,1,0,6,0,3,5,1,2,2,6,2,4,0,1,8,7,6,1,1,2,6,1,2
168,1,0,5,0,1,2,0,0,1,1,1,1,0,0,0,1,0,1,1,2,1,1,2,2,2,1,1,0,7,1,1,1,1,0,0,0,1,1
169,2,6,3,5,3,3,0,0,2,10,3,10,2,3,6,2,1,8,2,2,3,1,1,9,1,1,2,1,4,8,16,3,2,9,2,16,5,2
170,1,2,6,1,1,6,0,0,1,1,1,2,1,11,2,0,-3,0,0,4,7,0,1,6,6,2,4,0,2,2,6,5,1,1,2,8,1,2
171,0,1,1,1,3,1,0,0,2,5,1,5,2,3,10,2,2,12,2,11,0,2,2,8,3,2,4,2,2,14,3,3,2,5,2,6,2,6
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,0,1,2,6,1,3
176,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,2,1,2,2,6,6,2,2,0,1,1,2,0,8,1,15,2,1,5,1,2,1,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,10,1,1,6,0,1,0,0,7,0
181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,3,1,7,2,3,9,0,0,2,1,2,3,6,11,3,2,1,2,1,2,1,5,1,6,2,1,8,2,2,4,2,6,1,10,3,1,3,5
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,3,1,2,3,9,5,13,-2,0,0,0,2,2,13,2,2,11
186,2,2,1,2,5,3,0,6,5,9,2,2,12,3,2,2,2,2,4,2,2,3,2,7,4,2,3,2,2,2,2,3,2,10,5,2,2,3
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,8
189,2,2,9,2,2,3,0,3,2,2,2,2,2,3,2,2,1,9,7,5,2,0,1,0,2,6,3,2,2,2,1,3,0,0,0,1,1,3
190,0,0,1,1,1,3,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,1,1,1,8,2,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,2,6,4,1,1,0
192,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0
193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,-1,0,6,1,5,1,0,1,0,0,0,0,0,0
194,1,1,2,2,2,6,0,6,2,1,0,2,11,6,1,0,1,2,0,1,0,5,1,6,1,0,1,1,1,1,0,8,0,1,2,0,0,0
195,2,2,1,6,8,3,0,2,1,1,0,1,8,3,1,1,2,0,0,1,0,1,0,1,0,2,0,0,2,1,1,1,1,1,1,2,1,10
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,2,1,2,2,1,6,0,6,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2,1,2,2,2,6,0,8,2,1,1,1,5,6,1,1,3,1,0,1,0,15,1,8,0,0,8,4,2,1,1,6,0,1,2,1,2,8
200,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,3,14,3,2,2
201,1,6,1,1,2,1,0,1,0,1,0,8,1,6,1,1,14,2,11,1,2,8,9,6,2,1,1,0,1,2,2,2,2,1,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,1,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2,3,0,2,5,1,0,1,4,5,2,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
205,1,3,8,1,2,1,0,5,7,2,1,3,8,2,0,1,9,2,5,2,2,2,3,3,1,1,2,0,2,1,1,2,1,3,1,1,1,0
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1,6,1,1,2,1,0,7,0,1,0,0,1,0,0,0,0,1,7,1,0,0,0,0,0,0,1,0,0,2,1,2,2,3,1,6,0,1
210,13,-1,6,7,9,5,0,2,0,0,7,6,6,1,0,0,15,0,5,0,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,5,13,-1
211,2,2,2,2,1,2,0,10,1,1,1,10,6,3,1,0,3,2,5,2,2,3,3,3,1,2,2,0,7,-1,8,2,2,3,5,6,2,1
212,0,0,0,0,0,0,0,0,0,1,1,1,2,1,5,1,1,0,2,1,1,0,1,3,1,1,1,0,1,1,7,9,1,7,5,6,5,2
213,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,3,6,0,2,2,3,0,3,0,0,0,0,0,1,0,0,6,5,7,2,2,6,6,6,2,1,1,0,0,1,2,2,2,0,4,6,1,8
216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1,6,1,0,1,1,0,0,0,1,1,6,0,6,0,1,6,2,8,0,2,6,8,5,7,1,1,0,0,2,2,2,2,3,4,6,0,1
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,2,2,6,1,2,1,0,8,0,2,2,3,2,3,2,2,3,10,4,2,1,2,3,2,1,0,0,0,2,2,2,-1,1,4,2,3,1,1
221,0,0,0,0,0,0,0,0,6,1,2,1,0,2,7,0,1,7,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1
222,0,0,0,0,0,3,0,0,1,1,0,0,1,1,1,0,1,5,1,1,8,3,1,2,6,2,1,6,2,0,0,0,1,0,1,9,1,0
223,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,2,2
225,7,15,13,2,1,0,0,0,2,2,1,1,7,6,7,13,2,3,6,2,2,0,0,0,0,0,1,6,2,1,2,2,2,1,5,5,6,2
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,5,1,0,0,1,1,0,0,1,2,-1,2,1,4,0,0,0,0,0,6,1,7,1,2,1,0,8,2,2,6,0,4,2,6,2,2,1,0
228,2,1,8,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,2,1,6,2,2,0,0,0,5,0,2,-3,1,2,1,0,1,6,1,0,5,1,1,2,8,2,1,1,2,0,-1,1,2,0,0,1,0,0
231,0,1,3,1,1,1,0,1,2,2,1,1,0,0,1,6,1,1,1,1,0,0,0,0,0,0,1,0,1,1,12,0,2,2,0,0,0,1
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,6,4,14,2,2,1,0,0,3,2,2,1,5,2,1,0,0,3,4,2,3,4,3,2,6,2,11,9,10,2,2,2,8,2,2,2,2,8
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2,6,6,1,4,0,0,0,6,6,2,0,1,2,4,0,7,5,1,1,6,2,0,0,0,0,0,1,2,0,-1,0,0,0,1,1,1,-1
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,1,0,1,0,0,1,0,0,0,0,0,0,2,0,9,1,4,0,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0
238,3,1,7,3,2,1,0,0,11,2,3,1,1,7,1,1,3,8,1,1,6,4,2,3,6,2,1,2,2,0,-1,3,2,1,0,0,0,0
239,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,15,2,0,0,5,-1,-1,0,2,0,4,-2,0,0
240,1,0,0,0,0,1,0,0,1,1,1,2,6,7,13,7,0,1,4,0,0,6,2,3,1,2,2,4,2,0,1,2,1,2,1,0,0,0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,1,0,1,1,1,1,0,0,0,1,1,1,4,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,2,0,6,2,1,0,0,0,6,0,2,1,0,2,0,3,1,1,0,0,0,0,0,1,0,0,0,7,7,0,-1,1,0,0,1,7,1,0
245,2,2,3,0,2,8,0,0,0,2,2,1,2,2,1,4,2,0,2,2,3,1,0,0,1,0,2,4,9,2,2,1,1,2,1,0,1,0
246,2,1,8,1,5,2,0,0,3,5,2,2,2,2,2,5,2,3,2,2,3,1,1,1,3,2,2,2,4,4,2,2,1,0,1,1,1,1
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1,0,1,1,2,0,0,-1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,1
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,2,2,1,8,0,0,2,2,0,2,0,1,1,0,0,0,0,1,1
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,1,1,1,1,2,2,0,0,8,1,6,9,8,3,6,11,1,3,2,2,1,2,3,2,2,11,2,0,0,0,0,0,0,0,0,0,0,0
255,5,2,2,5,2,1,0,1,5,1,0,2,10,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,4,7,6,0,2,2,1
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,3,8,1,0,0,0,0,0,0,0,1
257,1,1,1,1,0,1,0,0,0,0,6,9,6,2,6,7,1,1,2,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0
258,8,0,1,1,0,0,0,2,8,7,6,6,12,2,6,6,1,1,1,1,1,0,5,1,2,2,1,2,6,2,1,10,2,1,0,1,6,2
259,2,2,1,4,2,5,0,7,3,2,3,2,8,2,11,-1,2,1,2,1,5,1,0,1,1,0,0,0,0,0,2,2,1,2,1,2,3,6
260,0,0,6,1,0,0,0,0,0,1,0,1,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,5,7,7,0,1,2,0,7,18,1,2,0,8,2,11,6,0,0,0,0,1,7,11,2,0,1,2,4,4,2,2,0,6,2,9,2,1,2
262,0,4,1,1,1,6,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,15,12,2,2,2,2,1,1,1,6,8,2,0,0,0,1,5
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0,0,2,7,2,1,0,2,8,2,3,8,8,2,8,8,2,2,2,2,7,8,6,2,2,0,1,7,9,2,0,0,2,2,11,2,1,7
265,2,2,2,1,2,2,0,1,1,0,0,0,0,0,1,0,1,1,1,2,0,0,1,0,2,1,0,2,3,2,2,1,0,2,1,2,3,0
266,10,2,2,1,2,1,0,2,6,2,3,6,6,1,3,3,2,9,0,0,2,2,1,1,2,2,2,2,0,0,2,1,0,0,1,0,0,3
267,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,0,0,0
268,1,3,1,1,2,0,0,2,6,1,6,7,6,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,1,2,2,0,1,0,1,3,2,3,0,3,3,2,1,1,0,0,0,0,1,1,0,1,0,0,2,0,1,1,1,1,2,3,2
270,0,0,0,0,2,-3,0,0,0,0,0,0,1,0,0,6,1,1,2,2,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,6,2
271,1,1,0,0,1,11,0,1,5,6,2,1,2,1,2,5,1,4,0,0,1,0,0,0,1,0,7,2,3,1,1,2,1,1,4,1,1,0
272,1,-1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,1,2,7,2,1,0,0,1,0,0,2,1
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,1,5,2,1,1,1,0,0,1,0,3,1,2,1,0,1,0,0,0,0,2,1,1,1,4,1,1,0,2,0,1,1,1,1,1,1,1,2
275,2,1,1,3,2,0,0,0,1,2,1,3,1,1,1,0,2,2,0,1,1,1,3,1,3,6,1,0,5,5,5,2,1,4,1,3,2,1
276,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,2,1,0,0,-1,7,0,6,0,0,0,5,0,0,0,10,0,0,0,0,0
277,1,0,0,0,0,0,0,0,2,2,2,1,0,2,2,2,2,2,1,2,3,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
278,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,9,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
279,1,0,2,22,9,1,0,0,12,6,2,2,2,2,2,6,0,0,0,0,0,0,1,1,2,8,1,0,3,6,1,0,0,0,0,0,7,5
280,1,2,1,12,2,5,0,0,1,1,8,7,2,1,2,2,9,2,0,0,0,0,0,6,24,6,2,0,0,0,2,1,2,7,11,6,2,0
281,1,2,1,6,2,8,0,0,2,2,14,15,4,2,3,3,3,2,2,2,9,2,6,7,12,7,2,0,7,2,2,2,2,12,5,9,2,0
282,1,2,1,3,2,2,0,0,2,1,2,1,2,2,2,2,2,0,2,2,1,0,3,2,2,2,2,0,4,1,1,4,2,5,2,3,1,4
283,12,2,8,3,10,3,0,0,5,2,8,3,2,7,15,2,12,2,2,2,3,2,11,6,11,21,0,0,7,5,14,7,2,18,10,12,5,5
284,1,2,1,9,2,1,0,0,0,0,6,1,2,7,2,9,8,2,1,1,6,1,5,8,5,9,2,0,2,0,2,4,6,2,6,6,2,0
285,1,3,0,17,2,1,0,0,0,0,1,8,1,2,2,2,2,8,5,0,1,1,6,12,13,6,2,0,0,5,9,5,5,11,7,13,1,4
286,0,1,1,6,2,9,0,0,0,0,8,6,1,1,1,2,1,1,0,1,7,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0,0,0,0,0,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,1,0,7,2,16,13,1,5,2,1,1,13
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,-1,1,6,0,0,0,6,6,1,0,6,1,2,1,0,6,5,5,1,0
291,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,5,2,2,11,3,16,2,1
292,0,0,1,7,1,1,0,0,0,1,1,9,0,0,0,1,0,1,0,0,0,1,0,0,11,0,0,0,6,0,0,0,0,6,1,0,1,-1
293,2,9,2,14,2,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13,1,3,2,1
294,1,4,2,6,2,3,0,0,1,1,3,1,2,1,2,5,1,2,0,1,3,1,1,1,4,6,1,0,2,0,0,0,0,3,0,1,1,0
295,0,7,1,1,-1,4,0,1,-1,1,2,6,6,1,1,1,1,1,1,1,1,5,0,1,0,0,1,1,2,1,0,6,2,0,0,0,0,0
296,1,1,4,6,6,1,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
297,9,-2,0,0,0,2,0,0,1,6,1,5,0,2,7,13,2,5,1,0,1,2,5,5,2,12,2,0,3,1,5,1,1,6,2,0,0,0
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,6,6,1,1,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,3,2,1,6,1,0,0,1,2,0,2,7,1,6,8,2
300,3,10,8,4,3,2,0,1,2,0,2,0,0,3,5,2,2,1,3,2,6,1,12,2,1,3,6,0,7,2,0,0,3,2,13,19,2,0
301,6,14,5,2,1,7,0,10,8,6,2,0,9,11,7,2,2,1,3,5,6,1,15,2,0,3,1,0,13,9,8,0,19,0,3,0,2,0
302,0,1,0,3,10,2,0,6,0,0,0,0,0,7,2,1,2,2,9,1,8,0,0,0,0,0,9,0,2,0,8,0,9,8,0,0,3,0
303,1,3,0,2,4,1,0,1,1,8,0,0,1,0,0,0,6,8,6,19,6,1,14,0,1,0,0,0,5,1,2,0,1,11,10,6,5,2
304,3,5,1,15,8,2,0,0,2,0,3,1,3,1,1,0,6,9,1,0,0,1,0,1,2,3,0,0,1,1,1,0,2,2,4,15,2,5
305,3,1,0,0,0,0,0,10,2,1,0,0,2,6,2,0,9,2,4,8,3,1,13,5,3,3,3,0,12,12,7,0,1,7,0,1,0,0
306,7,11,0,1,12,2,0,9,1,18,2,0,2,6,-2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,7,6,1,1,6,2,0,6,2,6,2,0,5,9,2,2,2,2,8,2,6,1,3,2,2,7,6,0,2,2,3,0,2,1,2,8,0,3
308,7,6,1,0,0,1,0,0,1,6,2,0,0,0,2,0,2,2,8,2,1,2,3,1,6,5,6,0,2,2,0,0,0,15,1,0,0,8
309,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,8,0,2,2,0,0,0,0,0,0,2,0,0,0,2,7,6,2
